raw_name,taxon_name,level_1,level_2
Ericaceae cf. Cassiope,ericaceae_cf_cassiope,Ericales (tetrads),Ericales (tetrads)
Ericaceae undiff.,ericaceae_undiff,Ericales (tetrads),Ericales (tetrads)
Ericales,ericales,Ericales (tetrads),Ericales (tetrads)
Ericales (tetrad),ericales_tetrad,Ericales (tetrads),Ericales (tetrads)
Ericales undiff.,ericales_undiff,Ericales (tetrads),Ericales (tetrads)
Ericoideae,ericoideae,Ericales (tetrads),Ericales (tetrads)
Erigeron,erigeron,Gnaphalium-type,Compositae subfam. Asteroideae
Erodium,erodium,Erodium,Erodium
Erodium cicutarium-type,erodium_cicutarium_type,Erodium,Erodium
Eryngium,eryngium,Eryngium,Apiaceae
Eryngium-type,eryngium_type,Apiaceae,Apiaceae
Eryngium campestre,eryngium_campestre,Eryngium campestre,Apiaceae
Eryngium campestre-type,eryngium_campestre_type,Eryngium,Apiaceae
Eucalyptus,eucalyptus,Eucalyptus,Myrtaceae
Euonymus,euonymus,Euonymus,Euonymus
Euonymus europaeus,euonymus_europaeus,Euonymus,Euonymus
Eupatorium,eupatorium,Aster-type,Compositae subfam. Asteroideae
Eupatorium-type,eupatorium_type,Aster-type,Compositae subfam. Asteroideae
Eupatorium cannabinum-type,eupatorium_cannabinum_type,Aster-type,Compositae subfam. Asteroideae
Euphorbia,euphorbia,Euphorbia,Euphorbiaceae
Euphorbia cf. E. palustris,euphorbia_cf_e_palustris,Euphorbia,Euphorbiaceae
Euphorbiaceae,euphorbiaceae,Euphorbiaceae,Euphorbiaceae
Euphorbiaceae cf. Mercurialis,euphorbiaceae_cf_mercurialis,Euphorbiaceae,Euphorbiaceae
Euphorbiaceae undiff.,euphorbiaceae_undiff,Euphorbiaceae,Euphorbiaceae
Euphrasia,euphrasia,Rhinanthus-type,Rhinanthus-group
Euphrasia-type,euphrasia_type,Rhinanthus-type,Rhinanthus-group
Fabaceae,fabaceae,Fabaceae,Fabaceae
Fabaceae pro parte,fabaceae_pro_parte,Fabaceae,Fabaceae
Fabaceae Undiff,fabaceae_undiff,Fabaceae,Fabaceae
Faboideae,faboideae,Fabaceae,Fabaceae
Faboideae undiff.,faboideae_undiff,Fabaceae,Fabaceae
Fagopyrum,fagopyrum,Fagopyrum,Fagopyrum
Fagopyrum-type,fagopyrum_type,Fagopyrum,Fagopyrum
Fagopyrum esculentum,fagopyrum_esculentum,Fagopyrum esculentum,Fagopyrum
Fagopyrum tataricum,fagopyrum_tataricum,Fagopyrum tataricum,Fagopyrum
Fagopyrum undiff.,fagopyrum_undiff,Fagopyrum,Fagopyrum
Fagus,fagus,Fagus,Fagus
Fagus sylvatica,fagus_sylvatica,Fagus,Fagus
Falcaria,falcaria,Falcaria-type,Apiaceae
Falcaria-type,falcaria_type,Falcaria-type,Apiaceae
Falcaria vulgaris,falcaria_vulgaris,Falcaria-type,Apiaceae
Falcaria vulgaris-type,falcaria_vulgaris_type,Falcaria-type,Apiaceae
Fallopia,fallopia,Fallopia,Polygonum-type (tricolporate)
Fallopia cf. F. convolvulus,fallopia_cf_f_convolvulus,Fallopia,Polygonum-type (tricolporate)
Fallopia convolvulus,fallopia_convolvulus,Fallopia,Polygonum-type (tricolporate)
Fallopia convolvulus-type,fallopia_convolvulus_type,Fallopia,Polygonum-type (tricolporate)
Fallopia convolvulus/F. dumetorum,fallopia_convolvulus_f_dumetorum,Fallopia,Polygonum-type (tricolporate)
Fedia cornucopiae,fedia_cornucopiae,Fedia cornucopiae,Valerianaceae
Festuca,festuca,Poaceae,Poaceae
Festuca-type,festuca_type,Poaceae,Poaceae
Ficaria verna-type,ficaria_verna_type,Ranunculus ficaria,Ranunculus-type
Ficus,ficus,Ficus carica,Ficus carica
Ficus carica,ficus_carica,Ficus carica,Ficus carica
Filago-type,filago_type,Gnaphalium-type,Compositae subfam. Asteroideae
Filipendula,filipendula,Filipendula,Filipendula
Filipendula-type,filipendula_type,Filipendula,Filipendula
Filipendula ulmaria,filipendula_ulmaria,Filipendula,Filipendula
Filipendula vulgaris,filipendula_vulgaris,Filipendula,Filipendula
Filipendula vulgaris-type,filipendula_vulgaris_type,Filipendula,Filipendula
Foeniculum-type,foeniculum_type,Foeniculum-type,Apiaceae
Foeniculum vulgare,foeniculum_vulgare,Foeniculum vulgare,Apiaceae
Frangula,frangula,Frangula alnus,Rhamnaceae
Frangula alnus,frangula_alnus,Frangula alnus,Rhamnaceae
Fraxinus,fraxinus,Fraxinus excelsior-type,Fraxinus
Fraxinus angustifolia,fraxinus_angustifolia,Fraxinus angustifolia,Fraxinus
Fraxinus angustifolia-type,fraxinus_angustifolia_type,Fraxinus angustifolia,Fraxinus
Fraxinus excelsior,fraxinus_excelsior,Fraxinus excelsior-type,Fraxinus
Fraxinus excelsior-type,fraxinus_excelsior_type,Fraxinus excelsior-type,Fraxinus
Fraxinus ornus,fraxinus_ornus,Fraxinus ornus,Fraxinus
Fraxinus undiff.,fraxinus_undiff,Fraxinus,Fraxinus
Fritillaria-type,fritillaria_type,Fritillaria,Liliaceae-type
Fritillaria lusitanica,fritillaria_lusitanica,Fritillaria,Liliaceae-type
Fumana,fumana,Fumana,Fumana
Fumana-type,fumana_type,Fumana,Fumana
Fumaria,fumaria,Fumaria,Fumaria
Gagea,gagea,Gagea/Tulipa,Liliaceae-type
Gagea-type,gagea_type,Gagea/Tulipa,Liliaceae-type
Gagea nevadensis,gagea_nevadensis,Gagea/Tulipa,Liliaceae-type
Gagea/Tulipa,gagea_tulipa,Gagea/Tulipa,Liliaceae-type
Galanthus-type,galanthus_type,Leucojum-type,Liliaceae-type
Galeopsis,galeopsis,Galeopsis-type,Galeopsis/Ballota-type
Galeopsis-type,galeopsis_type,Galeopsis-type,Galeopsis/Ballota-type
Galium,galium,Rubiaceae,Rubiaceae
Galium-type,galium_type,Rubiaceae,Rubiaceae
Genista,genista,Genista-type,Genista-group
Genista-type,genista_type,Genista-type,Genista-group
Gentiana,gentiana,Gentiana,Gentianaceae
Gentiana-type,gentiana_type,Gentianaceae,Gentianaceae
Gentiana asclepiadea-type,gentiana_asclepiadea_type,Gentiana pneumonanthe-type,Gentianaceae
Gentiana campestris,gentiana_campestris,Gentianella campestris-type,Gentianaceae
Gentiana cf. G. pneumonanthe,gentiana_cf_g_pneumonanthe,Gentiana,Gentianaceae
Gentiana lutea,gentiana_lutea,Gentiana pneumonanthe-type,Gentianaceae
Gentiana lutea/G. pneumonanthe,gentiana_lutea_g_pneumonanthe,Gentiana lutea/G. pneumonanthe,Gentianaceae
Gentiana nivalis,gentiana_nivalis,Gentiana nivalis,Gentianaceae
Gentiana nivalis-type,gentiana_nivalis_type,Gentiana nivalis,Gentianaceae
Gentiana pneumonanthe,gentiana_pneumonanthe,Gentiana pneumonanthe-type,Gentianaceae
Gentiana pneumonanthe-type,gentiana_pneumonanthe_type,Gentiana pneumonanthe-type,Gentianaceae
Gentiana punctata,gentiana_punctata,Gentiana pneumonanthe-type,Gentianaceae
Gentiana purpurea,gentiana_purpurea,Gentiana purpurea,Gentianaceae
Gentiana purpurea-type,gentiana_purpurea_type,Gentiana pneumonanthe-type,Gentianaceae
Gentiana verna,gentiana_verna,Gentiana verna,Gentianaceae
Gentiana verna-type,gentiana_verna_type,Gentianella campestris-type,Gentianaceae
Gentianaceae,gentianaceae,Gentianaceae,Gentianaceae
Gentianaceae undiff,gentianaceae_undiff,Gentianaceae,Gentianaceae
Gentianella,gentianella,Gentianella campestris-type,Gentianaceae
Gentianella-type,gentianella_type,Gentianella campestris-type,Gentianaceae
Gentianella campestris,gentianella_campestris,Gentianella campestris-type,Gentianaceae
Gentianella campestris-type,gentianella_campestris_type,Gentianella campestris-type,Gentianaceae
Gentianella ramosa,gentianella_ramosa,Gentianella campestris-type,Gentianaceae
Gentianella tenella-type,gentianella_tenella_type,Gentianella tenella-type,Gentianaceae
Geraniaceae,geraniaceae,Geraniaceae,Geraniaceae
Geranium,geranium,Geranium,Geraniaceae
Geranium-type,geranium_type,Geranium,Geraniaceae
Geranium molle-type,geranium_molle_type,Geranium,Geraniaceae
Geranium pratense-type,geranium_pratense_type,Geranium pratense-type,Geraniaceae
Geranium sylvaticum,geranium_sylvaticum,Geranium pratense-type,Geraniaceae
Geranium sylvaticum-type,geranium_sylvaticum_type,Geranium pratense-type,Geraniaceae
Geum,geum,Geum-type,Geum-type
Geum-type,geum_type,Geum-type,Geum-type
Geum cf. G. rivale,geum_cf_g_rivale,Geum-type,Geum-type
Geum cf. G. urbanum,geum_cf_g_urbanum,Geum-type,Geum-type
Geum montanum-type,geum_montanum_type,Geum-type,Geum-type
Geum rivale,geum_rivale,Geum-type,Geum-type
Gladiolus,gladiolus,Gladiolus/Romulea,Liliaceae-type
Gladiolus-type,gladiolus_type,Gladiolus/Romulea,Liliaceae-type
Glaucium,glaucium,Glaucium,Glaucium
Glaucium-type,glaucium_type,Glaucium,Glaucium
Glaux,glaux,Glaux maritima,Anagallis-type
Glechoma-type,glechoma_type,Prunella-type,Labiatae (6)
Globularia,globularia,Globularia,Globularia
Glyceria,glyceria,Hordeum-type,Poaceae
Glyceria-type,glyceria_type,Hordeum-type,Poaceae
Gnaphalium,gnaphalium,Gnaphalium-type,Compositae subfam. Asteroideae
Gnaphalium-type,gnaphalium_type,Gnaphalium-type,Compositae subfam. Asteroideae
Gnaphalium supinum,gnaphalium_supinum,Gnaphalium-type,Compositae subfam. Asteroideae
Gratiola officinalis,gratiola_officinalis,Gratiola officinalis,Gratiola officinalis
Gypsophila,gypsophila,Gypsophila repens-type,Caryophyllaceae (periporate excl. Paronychioideae)
Gypsophila-type,gypsophila_type,Gypsophila repens-type,Caryophyllaceae (periporate excl. Paronychioideae)
Gypsophila arrostii,gypsophila_arrostii,Gypsophila repens-type,Caryophyllaceae (periporate excl. Paronychioideae)
Gypsophila fastigiata,gypsophila_fastigiata,Gypsophila repens-type,Caryophyllaceae (periporate excl. Paronychioideae)
Gypsophila fastigiata-type,gypsophila_fastigiata_type,Gypsophila repens-type,Caryophyllaceae (periporate excl. Paronychioideae)
Gypsophila muralis,gypsophila_muralis,Gypsophila muralis,Caryophyllaceae (periporate excl. Paronychioideae)
Gypsophila repens,gypsophila_repens,Gypsophila repens-type,Caryophyllaceae (periporate excl. Paronychioideae)
Gypsophila repens-type,gypsophila_repens_type,Gypsophila repens-type,Caryophyllaceae (periporate excl. Paronychioideae)
Halimium,halimium,Halimium,Halimium
Halimium-type,halimium_type,Halimium,Halimium
Halimium/Tuberaria,halimium_tuberaria,Halimium/Tuberaria,Cistaceae
Halothamnus-type,halothamnus_type,Aellenia-type,Chenopodiaceae/Amaranthaceae
Hedera,hedera,Hedera,Hedera
Hedera-type,hedera_type,Hedera,Hedera
Hedera helix,hedera_helix,Hedera,Hedera
Hedera helix-type,hedera_helix_type,Hedera,Hedera
Hedysarum-type,hedysarum_type,Onobrychis-type,Onobrychis-type
Hedysarum cf. H. hedysaroides,hedysarum_cf_h_hedysaroides,Hedysarum,Onobrychis-type
Helianthemum,helianthemum,Helianthemum,Helianthemum
Helianthemum-type,helianthemum_type,Helianthemum,Helianthemum
Helianthemum canum-type,helianthemum_canum_type,Helianthemum oelandicum-type,Helianthemum
Helianthemum cf. H. canum,helianthemum_cf_h_canum,Helianthemum oelandicum-type,Helianthemum
Helianthemum nummularium,helianthemum_nummularium,Helianthemum nummularium-type,Helianthemum
Helianthemum nummularium-type,helianthemum_nummularium_type,Helianthemum nummularium-type,Helianthemum
Helianthemum oelandicum-type,helianthemum_oelandicum_type,Helianthemum oelandicum-type,Helianthemum
Helianthemum oelandicum subsp. alpestris-type,helianthemum_oelandicum_subsp_alpestris_type,Helianthemum oelandicum-type,Helianthemum
Helianthemum undiff.,helianthemum_undiff,Helianthemum,Helianthemum
Helianthus,helianthus,Helianthus-type,Compositae subfam. Asteroideae
Helianthus-type,helianthus_type,Helianthus-type,Compositae subfam. Asteroideae
Helictochloa versicolor,helictochloa_versicolor,Avena-type,Poaceae
Heliotropium,heliotropium,Heliotropium,Heliotropium
Heliotropium-type,heliotropium_type,Heliotropium,Heliotropium
Helleborus,helleborus,Helleborus,Helleborus
Helleborus-type,helleborus_type,Helleborus,Helleborus
Helleborus foetidus,helleborus_foetidus,Helleborus foetidus,Helleborus
Helleborus viridis,helleborus_viridis,Helleborus viridis-type,Helleborus
Helleborus viridis-type,helleborus_viridis_type,Helleborus viridis-type,Helleborus
Heracleum,heracleum,Heracleum,Apiaceae
Heracleum-type,heracleum_type,Apiaceae,Apiaceae
Heracleum sphondylium,heracleum_sphondylium,Heracleum sphondylium,Apiaceae
Heracleum sphondylium-type,heracleum_sphondylium_type,Heracleum,Apiaceae
Herniaria,herniaria,Herniaria,Caryophyllaceae subfam. Paronychioideae
Herniaria-type,herniaria_type,Herniaria-type,Caryophyllaceae subfam. Paronychioideae
Herniaria glabra-type,herniaria_glabra_type,Herniaria glabra-type,Caryophyllaceae subfam. Paronychioideae
Hieracium-type,hieracium_type,Crepis-type,Compositae subfam. Cichorioideae
Hieracium murorum,hieracium_murorum,Crepis-type,Compositae subfam. Cichorioideae
Hippocastanoideae,hippocastanoideae,Aesculus,Aesculus
Hippocrepis,hippocrepis,Coronilla-type,Coronilla-type
Hippocrepis-type,hippocrepis_type,Coronilla-type,Coronilla-type
Hippophae,hippophae,Hippophae rhamnoides,Hippophae rhamnoides
Hippophae rhamnoides,hippophae_rhamnoides,Hippophae rhamnoides,Hippophae rhamnoides
