neotoma_names,taxon_name
Coccocypselum sp.,coccocypselum_sp
Coccocypselum/Declieuxia,coccocypselum_declieuxia
Coccoloba,coccoloba
Coccoloba-type,coccoloba_type
Cocculus,cocculus
Cocculus-type,cocculus_type
Cocculus-type hirsutus,cocculus_type_hirsutus
Cocculus hirsutus-type,cocculus_hirsutus_type
Cocculus pendulus,cocculus_pendulus
Cocculus pendulus-type,cocculus_pendulus_type
Cochlospermum,cochlospermum
Cocos,cocos
Cocos nucifera,cocos_nucifera
Codia,codia
Codonocarpus,codonocarpus
Codonocarpus cotinifolius,codonocarpus_cotinifolius
Codonopsis,codonopsis
Coffea,coffea
Coffea-type,coffea_type
Cola,cola
Cola cf. C. cordifolia,cola_cf_c_cordifolia
Colchicum,colchicum
Colchicum-type,colchicum_type
Colchicum autumnale,colchicum_autumnale
Colchicum autumnale-type,colchicum_autumnale_type
Colchicum filifolium-type,colchicum_filifolium_type
Colchicum montanum,colchicum_montanum
Coleus,coleus
Coleus-type otostegioides,coleus_type_otostegioides
Colignonia,colignonia
Colignonia-type,colignonia_type
Collaea,collaea
Colletia,colletia
Collospermum,collospermum
Colobanthus,colobanthus
Colobanthus-type,colobanthus_type
Colocasia,colocasia
Colocasia esculenta,colocasia_esculenta
Colophospermum mopane,colophospermum_mopane
Colubrina,colubrina
Comandra,comandra
Comandra umbellata subsp. elegans,comandra_umbellata_subsp_elegans
Comarum-type,comarum_type
Comarum palustre-type,comarum_palustre_type
Combretaceae,combretaceae
Combretaceae-type,combretaceae_type
Combretaceae cf. Terminalia-type,combretaceae_cf_terminalia_type
Combretaceae undiff.,combretaceae_undiff
Combretaceae/Melastomataceae,combretaceae_melastomataceae
Combretaceae/Melastomataceae-type,combretaceae_melastomataceae_type
Combretaceae/Melastomataceae undiff.,combretaceae_melastomataceae_undiff
Combretum,combretum
Combretum-type,combretum_type
Combretum-type (C. molle),combretum_type_c_molle
Combretum-type molle,combretum_type_molle
Combretum aculeatum,combretum_aculeatum
Combretum aculeatum-type,combretum_aculeatum_type
Combretum glutinosum,combretum_glutinosum
Combretum molle-type,combretum_molle_type
Combretum paniculatum,combretum_paniculatum
Comesperma,comesperma
Commelina,commelina
Commelina-type,commelina_type
Commelina-type (C. benghalensis),commelina_type_c_benghalensis
Commelina-type benghalensis,commelina_type_benghalensis
Commelina-type capitata,commelina_type_capitata
Commelina-type forsskaolii,commelina_type_forsskaolii
Commelina benghalensis,commelina_benghalensis
Commelina benghalensis-type,commelina_benghalensis_type
Commelina forskaolii,commelina_forskaolii
Commelina forskaolii-type,commelina_forskaolii_type
Commelinaceae,commelinaceae
Commelinaceae undiff.,commelinaceae_undiff
Commersonia,commersonia
Commicarpus,commicarpus
Commicarpus-type,commicarpus_type
Commiphora,commiphora
Commiphora-type,commiphora_type
Commiphora africana,commiphora_africana
Commiphora africana-type,commiphora_africana_type
Commiphora edulis-type,commiphora_edulis_type
Commiphora edulis subsp. boiviniana-type,commiphora_edulis_subsp_boiviniana_type
Comptonia,comptonia
Comptonia peregrina,comptonia_peregrina
Conceveibum,conceveibum
Conceveibum cordatum,conceveibum_cordatum
Coniferae,coniferae
Coniferae-type,coniferae_type
Coniferae (saccate),coniferae_saccate
Coniferae undiff.,coniferae_undiff
Conioselinum,conioselinum
Conium-type,conium_type
Conium maculatum,conium_maculatum
Conium maculatum-type,conium_maculatum_type
Connaraceae,connaraceae
Connarus,connarus
Connarus-type,connarus_type
Conocarpus,conocarpus
Conocarpus-type,conocarpus_type
Conocarpus erectus,conocarpus_erectus
Conopodium-type,conopodium_type
Conopodium majus,conopodium_majus
Consolida,consolida
Consolida-type,consolida_type
Consolida ambigua-type,consolida_ambigua_type
Consolida regalis-type,consolida_regalis_type
Convallaria,convallaria
Convallaria-type,convallaria_type
Convallaria majalis,convallaria_majalis
Convolvulaceae,convolvulaceae
Convolvulaceae (type 1),convolvulaceae_type_1
Convolvulaceae (type 2),convolvulaceae_type_2
Convolvulaceae undiff.,convolvulaceae_undiff
Convolvulaceae/Malvaceae,convolvulaceae_malvaceae
Convolvulus,convolvulus
Convolvulus-type,convolvulus_type
Convolvulus arvensis,convolvulus_arvensis
Convolvulus arvensis-type,convolvulus_arvensis_type
Convolvulus undiff.,convolvulus_undiff
Conyza,conyza
Copaifera,copaifera
Copaifera-type,copaifera_type
Copaifera aff. C. coriacea,copaifera_aff_c_coriacea
Copernicia,copernicia
Coprosma,coprosma
Coprosma/Opercularia,coprosma_opercularia
Coprosma/Pomax,coprosma_pomax
Coptis,coptis
Coptis-type,coptis_type
Coptis aspleniifolia,coptis_aspleniifolia
Coptis trifolia,coptis_trifolia
Coptosperma-type (C. graveolens),coptosperma_type_c_graveolens
Coptosperma-type graveolens,coptosperma_type_graveolens
Corchorus,corchorus
Corchorus-type,corchorus_type
Corchorus-type fascicularis,corchorus_type_fascicularis
Corchorus hirsutus,corchorus_hirsutus
Cordia,cordia
Cordia-type,cordia_type
Cordia (type 1),cordia_type_1
Cordia (type 2),cordia_type_2
Cordia africana-type,cordia_africana_type
Cordia alliodora,cordia_alliodora
Cordia americana,cordia_americana
Cordia cf. C. bicolor,cordia_cf_c_bicolor
Cordia cf. C. cylindrostachya,cordia_cf_c_cylindrostachya
Cordia cylindrostachya,cordia_cylindrostachya
Cordia cylindrostachya-type,cordia_cylindrostachya_type
Cordia gerascanthus-type,cordia_gerascanthus_type
Cordia platythyrsa-type,cordia_platythyrsa_type
Cordia/Bourreria-type,cordia_bourreria_type
Cordia/Hilsenbergia-type,cordia_hilsenbergia_type
Cordyline,cordyline
Coriandrum sativum,coriandrum_sativum
Coriandrum sp.,coriandrum_sp
Coriaria,coriaria
Coriaria myrtifolia,coriaria_myrtifolia
Cornaceae,cornaceae
Cornaceae-type,cornaceae_type
Cornulaca,cornulaca
Cornulaca-type,cornulaca_type
Cornulaca monacantha,cornulaca_monacantha
Cornulaca/Aerva,cornulaca_aerva
Cornus,cornus
Cornus-type,cornus_type
Cornus alternifolia,cornus_alternifolia
Cornus amomum-type,cornus_amomum_type
Cornus canadensis,cornus_canadensis
Cornus canadensis-type,cornus_canadensis_type
Cornus cf. C. rugosa,cornus_cf_c_rugosa
Cornus cf. C. sericea,cornus_cf_c_sericea
Cornus cf. C. suecica,cornus_cf_c_suecica
Cornus florida,cornus_florida
Cornus mas,cornus_mas
Cornus mas-type,cornus_mas_type
Cornus mas/C. suecica,cornus_mas_c_suecica
Cornus racemosa,cornus_racemosa
Cornus rugosa,cornus_rugosa
Cornus sanguinea,cornus_sanguinea
Cornus sanguinea-type,cornus_sanguinea_type
Cornus sericea,cornus_sericea
Cornus sericea-type,cornus_sericea_type
Cornus subg. Afrocrania,cornus_subg_afrocrania
Cornus subg. Thelycrania,cornus_subg_thelycrania
Cornus suecica,cornus_suecica
Cornus suecica-type,cornus_suecica_type
Cornus suecica (thick wall),cornus_suecica_thick_wall
Cornus unalaschkensis,cornus_unalaschkensis
Cornus undiff.,cornus_undiff
Cornus volkensii,cornus_volkensii
Coronilla,coronilla
Coronilla-type,coronilla_type
Coronilla varia-type,coronilla_varia_type
Correa,correa
Corrigiola litoralis,corrigiola_litoralis
Corrigiola litoralis-type,corrigiola_litoralis_type
Corrigiola telephiifolia,corrigiola_telephiifolia
Corrigiola telephiifolia-type,corrigiola_telephiifolia_type
Corydalis,corydalis
Corydalis cava-type,corydalis_cava_type
Corydalis pumila-type,corydalis_pumila_type
Corydalis solida-type,corydalis_solida_type
Corylus,corylus
Corylus-type,corylus_type
Corylus (corroded),corylus_corroded
Corylus americana,corylus_americana
Corylus avellana,corylus_avellana
Corylus avellana-type,corylus_avellana_type
Corylus cornuta,corylus_cornuta
Corylus/Myrica,corylus_myrica
Corylus/Myrica undiff.,corylus_myrica_undiff
Corymbia intermedia,corymbia_intermedia
Corymbia ptychocarpa,corymbia_ptychocarpa
Corymbia terminalis,corymbia_terminalis
Corynocarpus,corynocarpus
Costus,costus
Cotinus-type,cotinus_type
Cotinus coggygria,cotinus_coggygria
Cotoneaster,cotoneaster
Cotoneaster-type,cotoneaster_type
Cotula,cotula
Cotula anthemoides,cotula_anthemoides
Couepia,couepia
Couepia sp.,couepia_sp
Coula edulis,coula_edulis
Couratari,couratari
Cousinia,cousinia
Cousinia-type,cousinia_type
Coussapoa,coussapoa
Coussarea,coussarea
Coutarea,coutarea
Coutoubea-type,coutoubea_type
Crassocephalum,crassocephalum
Crassocephalum-type (C. montuosum),crassocephalum_type_c_montuosum
Crassocephalum-type montuosum,crassocephalum_type_montuosum
Crassocephalum montuosum-type,crassocephalum_montuosum_type
Crassula,crassula
Crassula-type,crassula_type
Crassula granvikii-type,crassula_granvikii_type
Crassula macrantha,crassula_macrantha
Crassula sieberiana,crassula_sieberiana
Crassulaceae,crassulaceae
Crassulaceae undiff.,crassulaceae_undiff
Crassulaceae?,crassulaceae_2
Crataegus,crataegus
Crataegus-type,crataegus_type
Crataegus monogyna,crataegus_monogyna
Craterispermum,craterispermum
Craterispermum-type,craterispermum_type
Crateva,crateva
Crateva-type adansonii,crateva_type_adansonii
Crateva adansonii,crateva_adansonii
Cremastosperma,cremastosperma
Crenea-type,crenea_type
Crepis,crepis
Crepis-type,crepis_type
Crescentia,crescentia
Cressa,cressa
Cressa-type,cressa_type
Cressa-type (C. cretica),cressa_type_c_cretica
Crinum-type,crinum_type
Crinum natans-type,crinum_natans_type
Crocus,crocus
Crocus-type,crocus_type
Crocus vernus,crocus_vernus
Crossopetalum,crossopetalum
Crossopetalum rhacoma,crossopetalum_rhacoma
Crossopteryx-type,crossopteryx_type
Crossopteryx-type febrifuga,crossopteryx_type_febrifuga
Crossopteryx febrifuga,crossopteryx_febrifuga
Crotalaria,crotalaria
Crotalaria-type,crotalaria_type
Croton,croton
Croton-type,croton_type
Croton-type I,croton_type_i
Croton-type II,croton_type_ii
Croton-type III,croton_type_iii
Croton comp.,croton_comp
Croton fianarantsoae,croton_fianarantsoae
Croton hirtus,croton_hirtus
Croton macrobuxus,croton_macrobuxus
Croton sect. Julocroton,croton_sect_julocroton
Croton sp.,croton_sp
Croton undiff.,croton_undiff
Croton/Neoboutonia,croton_neoboutonia
Crotonoideae,crotonoideae
Crudia,crudia
Crudia-type,crudia_type
Crudia-type (C. zenkeri),crudia_type_c_zenkeri
Crudia-type gabonensis,crudia_type_gabonensis
Crudia amazonica,crudia_amazonica
Crupina,crupina
Crupina-type,crupina_type
Cryosophila,cryosophila
Cryptandra,cryptandra
Cryptandra spinescens,cryptandra_spinescens
Cryptantha,cryptantha
Cryptocarpus,cryptocarpus
Cryptomeria,cryptomeria
Cucumis,cucumis
Cucumis-type,cucumis_type
Cucumis-type dipsaceus,cucumis_type_dipsaceus
Cucumis dipsaceus-type,cucumis_dipsaceus_type
Cucumis sativus,cucumis_sativus
Cucurbita,cucurbita
Cucurbita maxima,cucurbita_maxima
Cucurbita pepo,cucurbita_pepo
Cucurbitaceae,cucurbitaceae
Cucurbitaceae undiff.,cucurbitaceae_undiff
Culcasia scandens,culcasia_scandens
Cunoniaceae,cunoniaceae
Cunoniaceae-type,cunoniaceae_type
Cunoniaceae (dicolpate),cunoniaceae_dicolpate
Cunoniaceae (tricolpate),cunoniaceae_tricolpate
Cunoniaceae cf. Weinmannia,cunoniaceae_cf_weinmannia
Cunoniaceae/Elaeocarpaceae,cunoniaceae_elaeocarpaceae
Cupania,cupania
Cupania (type 1),cupania_type_1
Cupania (type 2),cupania_type_2
Cupania (type 3),cupania_type_3
Cupaniopsis,cupaniopsis
Cuphea,cuphea
Cuphea (type 1),cuphea_type_1
Cuphea (type 3),cuphea_type_3
Cuphea (type A),cuphea_type_a
Cuphea (type B),cuphea_type_b
Cuphea carthagenensis,cuphea_carthagenensis
Cuphea cf. C. ingrata,cuphea_cf_c_ingrata
Cuphea cf. C. urbaniana,cuphea_cf_c_urbaniana
Cuphea micrantha,cuphea_micrantha
Cupressaceae,cupressaceae
Cupressaceae-type,cupressaceae_type
Cupressaceae cf. Thuja occidentalis,cupressaceae_cf_thuja_occidentalis
Cupressaceae undiff.,cupressaceae_undiff
Cupressaceae/Taxaceae,cupressaceae_taxaceae
Cupressaceae/Taxaceae undiff.,cupressaceae_taxaceae_undiff
Cupressus,cupressus
Cupressus lusitanica,cupressus_lusitanica
Curatella,curatella
Curatella-type,curatella_type
Curatella americana,curatella_americana
Curatella americana (type 1),curatella_americana_type_1
Curatella americana (type 2),curatella_americana_type_2
Curatella americana (type 3),curatella_americana_type_3
Cuscuta,cuscuta
Cuscuta-type,cuscuta_type
Cuscuta europaea,cuscuta_europaea
Cuscuta europaea-type,cuscuta_europaea_type
Cuscuta lupuliformis,cuscuta_lupuliformis
Cussonia,cussonia
Cussonia-type,cussonia_type
Cussonia arborea-type,cussonia_arborea_type
Cussonia/Schefflera,cussonia_schefflera
Cyanus mollis-type,cyanus_mollis_type
Cyanus triumfettii,cyanus_triumfettii
Cyanus triumfettii-type,cyanus_triumfettii_type
Cyathula,cyathula
Cyathula-type,cyathula_type
Cyathula-type (C. orthacantha),cyathula_type_c_orthacantha
Cyathula-type orthacantha,cyathula_type_orthacantha
Cybianthus,cybianthus
Cybianthus-type,cybianthus_type
Cyclachaena xanthiifolia,cyclachaena_xanthiifolia
Cyclachaena xanthiifolia-type,cyclachaena_xanthiifolia_type
Cyclamen,cyclamen
Cyclamen hederifolium,cyclamen_hederifolium
Cyclamen hederifolium-type,cyclamen_hederifolium_type
Cyclamen purpurascens,cyclamen_purpurascens
Cyclanthaceae,cyclanthaceae
Cyclophyllum,cyclophyllum
Cyclophyllum barbatum,cyclophyllum_barbatum
Cylicodiscus,cylicodiscus
Cynodendron,cynodendron
Cynoglossum,cynoglossum
Cynoglossum-type,cynoglossum_type
Cynoglossum officinale-type,cynoglossum_officinale_type
Cynometra,cynometra
Cynometra-type,cynometra_type
Cyperaceae,cyperaceae
Cyperaceae (<50 µm),cyperaceae_smaller_than_50_mu_m
Cyperaceae (>50 µm),cyperaceae_bigger_than_50_mu_m
Cyperaceae (20 µm),cyperaceae_20_mu_m
Cyperaceae (27 µm),cyperaceae_27_mu_m
Cyperaceae (29 µm),cyperaceae_29_mu_m
Cyperaceae (31 µm),cyperaceae_31_mu_m
Cyperaceae (broken),cyperaceae_broken
Cyperaceae (corroded),cyperaceae_corroded
Cyperaceae (crumpled),cyperaceae_crumpled
Cyperaceae (degraded),cyperaceae_degraded
Cyperaceae (inaperturate),cyperaceae_inaperturate
Cyperaceae (periporate),cyperaceae_periporate
Cyperaceae (reticulate),cyperaceae_reticulate
Cyperaceae (type 1),cyperaceae_type_1
Cyperaceae indet.,cyperaceae_indet
Cyperaceae undiff.,cyperaceae_undiff
Cyperus,cyperus
Cyperus-type,cyperus_type
Cyperus (type 1),cyperus_type_1
Cyperus (type 2),cyperus_type_2
Cyperus capitatus,cyperus_capitatus
Cyperus longus-type,cyperus_longus_type
Cyperus undiff.,cyperus_undiff
Cyphostemma-type,cyphostemma_type
Cyphostemma-type (C. cyphopetalum),cyphostemma_type_c_cyphopetalum
Cyphostemma-type cyphopetalum,cyphostemma_type_cyphopetalum
Cyphostemma mappia,cyphostemma_mappia
Cyrilla racemiflora,cyrilla_racemiflora
Cyrilla sp.,cyrilla_sp
Cyrtosperma-type,cyrtosperma_type
Cytinus,cytinus
Cytisus,cytisus
Cytisus-type,cytisus_type
Cytisus grandiflorus,cytisus_grandiflorus
Cytisus scoparius,cytisus_scoparius
Cytisus/Genista-type,cytisus_genista_type
Dacrycarpus,dacrycarpus
Dacrycarpus (trisaccate),dacrycarpus_trisaccate
Dacrycarpus dacrydioides,dacrycarpus_dacrydioides
Dacrycarpus imbricatus,dacrycarpus_imbricatus
Dacrydium,dacrydium
Dacrydium-type,dacrydium_type
Dacrydium cupressinum,dacrydium_cupressinum
Dacrydium franklinii,dacrydium_franklinii
Dacryodes,dacryodes
Dacryodes-type,dacryodes_type
Dactylis-type,dactylis_type
Dalbergia,dalbergia
Dalbergia-type,dalbergia_type
Dalbergia (type 1),dalbergia_type_1
Dalbergia (type 2),dalbergia_type_2
Dalea,dalea
Dalea-type,dalea_type
Dalea candida,dalea_candida
Dalea candida-type,dalea_candida_type
Dalea purpurea,dalea_purpurea
Dalea purpurea-type,dalea_purpurea_type
Dalea undiff.,dalea_undiff
Dalechampia,dalechampia
Dalechampia-type,dalechampia_type
Dampiera,dampiera
Daniellia pynaertii-type,daniellia_pynaertii_type
Daphne,daphne
Daphne-type,daphne_type
Daphne gnidium,daphne_gnidium
Daphne gnidium-type,daphne_gnidium_type
Daphne laureola,daphne_laureola
Daphne mezereum,daphne_mezereum
Daphne/Thymelaea,daphne_thymelaea
Daphnopsis,daphnopsis
Daphnopsis-type,daphnopsis_type
Daphnopsis cf. D. beta,daphnopsis_cf_d_beta
Darwiniothamnus,darwiniothamnus
Datisca,datisca
Datisca cannabina,datisca_cannabina
Datura,datura
Datura stramonium,datura_stramonium
Datura/Brugmansia-type,datura_brugmansia_type
Daucus,daucus
Daucus-type,daucus_type
Daucus carota,daucus_carota
Daucus carota-type,daucus_carota_type
Daviesia,daviesia
Daviesia-type,daviesia_type
Davilla,davilla
Decaspermum,decaspermum
Delonix,delonix
Delonix elata,delonix_elata
Delphinium,delphinium
Delphinium-type,delphinium_type
Delphinium ambiguum,delphinium_ambiguum
Delphinium elatum,delphinium_elatum
Dendrobangia,dendrobangia
Dendropanax,dendropanax
Dendrosenecio,dendrosenecio
Deschampsia antarctica,deschampsia_antarctica
Descurainia sophia,descurainia_sophia
Descurainia sophia-type,descurainia_sophia_type
Desfontainia,desfontainia
Desmodium,desmodium
Desmodium-type,desmodium_type
Desmodium adscendens-type,desmodium_adscendens_type
Desmoncus,desmoncus
Desmopsis panamensis (type 1),desmopsis_panamensis_type_1
Desmopsis panamensis (type 2),desmopsis_panamensis_type_2
Desmopsis panamensis (type 3),desmopsis_panamensis_type_3
Desmopsis undiff.,desmopsis_undiff
Detarium,detarium
Dialium,dialium
Dialium guineense,dialium_guineense
Dianella,dianella
Dianella-type,dianella_type
Dianthus,dianthus
Dianthus-type,dianthus_type
Dianthus-type cf. Silene,dianthus_type_cf_silene
Dianthus lusitanus-type,dianthus_lusitanus_type
Dianthus superbus-type,dianthus_superbus_type
Diapensia,diapensia
Diapensia lapponica,diapensia_lapponica
Diatenopteryx,diatenopteryx
Dicentra,dicentra
Dichondra-type (D. micrantha),dichondra_type_d_micrantha
Dichondra-type micrantha,dichondra_type_micrantha
Dichosciadium,dichosciadium
Dichosciadium ranunculaceum,dichosciadium_ranunculaceum
Dichrostachys,dichrostachys
Dichrostachys cinerea,dichrostachys_cinerea
Dichrostachys cinerea-type,dichrostachys_cinerea_type
Diclidanthera,diclidanthera
Dicliptera-type,dicliptera_type
Dicliptera paniculata,dicliptera_paniculata
Dicoma-type,dicoma_type
Dicorynia,dicorynia
Dicranosstyles aff. D. scandens,dicranosstyles_aff_d_scandens
Dicranostyles,dicranostyles
Dictamnus albus,dictamnus_albus
Dictyocaryum,dictyocaryum
Dictyosperma-type,dictyosperma_type
Didelotia-type,didelotia_type
Didymopanax,didymopanax
Didymopanax-type,didymopanax_type
Didymopanax (excluding Schefflera),didymopanax_excluding_schefflera
Didymopanax distractiflorus/vinosus,didymopanax_distractiflorus_vinosus
Didymotheca,didymotheca
Dieffenbachia,dieffenbachia
Diervilla,diervilla
Diervilla lonicera,diervilla_lonicera
Digera-type muricata,digera_type_muricata
Digitalis,digitalis
Digitalis-type,digitalis_type
Digitalis purpurea,digitalis_purpurea
Digitalis purpurea-type,digitalis_purpurea_type
Dillenia,dillenia
Dilleniaceae,dilleniaceae
Dilleniaceae cf. Hibbertia,dilleniaceae_cf_hibbertia
Dilleniaceae undiff.,dilleniaceae_undiff
Dilodendron,dilodendron
Dinizia,dinizia
Dioclea,dioclea
Dioclea-type,dioclea_type
Diodia,diodia
Dioicodendron,dioicodendron
Dioscorea,dioscorea
Dioscorea communis,dioscorea_communis
Dioscoreaceae,dioscoreaceae
Diospyros,diospyros
Diospyros-type,diospyros_type
"Diospyros (Mauritius type 326, de Boer)",diospyros_mauritius_type_326_de_boer
"Diospyros (Mauritius type 363, de Boer)",diospyros_mauritius_type_363_de_boer
Diplaspis,diplaspis
Diploon,diploon
Diplusodon,diplusodon
Diplusodon (type 3),diplusodon_type_3
Dipsacaceae undiff.,dipsacaceae_undiff
Dipsacoideae,dipsacoideae
Dipsacoideae undiff.,dipsacoideae_undiff
Dipsacus,dipsacus
Dipsacus-type,dipsacus_type
Dipsacus fullonum,dipsacus_fullonum
Dipsacus fullonum-type,dipsacus_fullonum_type
Dipsacus/Cephalaria,dipsacus_cephalaria
Dipterocarpaceae,dipterocarpaceae
Dipterocarpaceae undiff.,dipterocarpaceae_undiff
Dipteryx,dipteryx
Dipteryx sp.,dipteryx_sp
Discaria,discaria
Discaria toumatou,discaria_toumatou
Discoclaoxylon occidentale,discoclaoxylon_occidentale
Disperma-type,disperma_type
Disphyma,disphyma
Dissiliaria comp.,dissiliaria_comp
Dissotis,dissotis
Distemonanthus benthamianus,distemonanthus_benthamianus
Distylium stellare,distylium_stellare
Dobera,dobera
Dodecatheon,dodecatheon
Dodecatheon-type,dodecatheon_type
Dodonaea,dodonaea
Dodonaea-type,dodonaea_type
"Dodonaea (Mauritius type 128, de Boer)",dodonaea_mauritius_type_128_de_boer
"Dodonaea (Mauritius type 167, de Boer)",dodonaea_mauritius_type_167_de_boer
Dodonaea (reticulate),dodonaea_reticulate
Dodonaea cf. D. viscosa,dodonaea_cf_d_viscosa
Dodonaea cuneata-type,dodonaea_cuneata_type
Dodonaea ericifolia-type,dodonaea_ericifolia_type
Dodonaea hispidula,dodonaea_hispidula
Dodonaea pinnata-type,dodonaea_pinnata_type
Dodonaea triquetra,dodonaea_triquetra
Dodonaea triquetra-type,dodonaea_triquetra_type
Dodonaea viscosa,dodonaea_viscosa
Dodonaea viscosa-type,dodonaea_viscosa_type
Dodonaea viscosa var. angustifolia,dodonaea_viscosa_var_angustifolia
Dodonaeoideae,dodonaeoideae
Dolicholobium,dolicholobium
Dolichos,dolichos
Dolichos-type,dolichos_type
Doliocarpus,doliocarpus
Doliocarpus-type,doliocarpus_type
Dombeya,dombeya
Dombeya-type,dombeya_type
Dombeya cf. D. buetnerii,dombeya_cf_d_buetnerii
Dombeya elliptica-type,dombeya_elliptica_type
Dombeya quinqueseta,dombeya_quinqueseta
Donatia,donatia
Donatia fascicularis,donatia_fascicularis
Doronicum,doronicum
Dorstenia,dorstenia
Dorstenia-type,dorstenia_type
Dorstenia-type scaphigera,dorstenia_type_scaphigera
Dorstenia kameruniana,dorstenia_kameruniana
Dorstenia zanzibarica-type,dorstenia_zanzibarica_type
Dorycnium,dorycnium
Dorycnium-type,dorycnium_type
Douglasia,douglasia
Dovyalis,dovyalis
Draba,draba
Draba-type,draba_type
Dracaena,dracaena
Dracaena-type,dracaena_type
Dracaena afromontana-type,dracaena_afromontana_type
Dracaena steudneri,dracaena_steudneri
Dracaena steudneri-type,dracaena_steudneri_type
Dracocephalum-type,dracocephalum_type
Dracophyllum,dracophyllum
Dracunculus,dracunculus
Drapetes,drapetes
Drimiopsis,drimiopsis
Drimys,drimys
Drimys brasiliensis,drimys_brasiliensis
Drimys winteri,drimys_winteri
Drimys winteri-type,drimys_winteri_type
Droseraceae,droseraceae
Droseraceae undiff.,droseraceae_undiff
Dryas,dryas
Dryas-type,dryas_type
Dryas integrifolia,dryas_integrifolia
Dryas octopetala,dryas_octopetala
Dryas octopetala-type,dryas_octopetala_type
Drymaria,drymaria
Drymaria cordata,drymaria_cordata
